passage_id,section_id,text_characters,text_words,footnote_words,title_words
5.8.1-c1-s1,5.8.1,1648,265,44,8
5.8.1-c1-s2,5.8.1,1855,333,44,8
5.8.1-c1-s3,5.8.1,2088,358,44,8
5.8.1-c2-s1,5.8.1,570,95,0,3
5.8.1-c3-s1,5.8.1,2192,386,0,4
5.8.1-c3-s2,5.8.1,423,65,0,4
5.8.1-c4-s1,5.8.1,1469,244,25,2
5.8.1-c5-s1,5.8.1,196,31,0,6
5.8.1-c6-s1,5.8.1,637,105,0,2
5.8.2-c1-s1,5.8.2,141,18,113,8
5.8.2-c1-s2,5.8.2,2095,375,113,8
5.8.2-c1-s3,5.8.2,684,127,113,8
5.8.2-c1-s4,5.8.2,30,5,113,8
5.8.3-c1-s1,5.8.3,1780,277,44,8
5.8.3-c1-s2,5.8.3,2229,394,44,8
5.8.3-c1-s3,5.8.3,551,84,44,8
5.8.3-c2-s1,5.8.3,606,100,0,3
5.8.3-c3-s1,5.8.3,1173,185,0,5
5.8.3-c4-s1,5.8.3,1321,212,0,2
5.8.3-c5-s1,5.8.3,1537,250,25,2
5.8.3-c6-s1,5.8.3,194,31,0,6
5.8.3-c7-s1,5.8.3,772,127,0,2
5.8.4-c1-s1,5.8.4,135,18,84,8
5.8.4-c1-s2,5.8.4,2137,381,84,8
5.8.4-c1-s3,5.8.4,1149,211,84,8
5.8.4-c1-s4,5.8.4,30,5,84,8
5.9-c1-s1,5.9,56,8,0,5
5.9-c1-s2,5.9,1954,343,0,5
5.9-c2-s1,5.9,1667,293,26,11
5.9-c2-s2,5.9,686,116,26,11
5.9-c3-s1,5.9,386,70,0,4
5.9-c4-s1,5.9,976,171,0,5
5.9.1-c1-s1,5.9.1,2171,360,66,4
5.9.1-c2-s1,5.9.1,500,81,0,4
5.9.1-c3-s1,5.9.1,729,117,0,4
5.9.1-c4-s1,5.9.1,551,96,66,2
5.10-c1-s1,5.10,505,83,0,6
5.10-c1-s2,5.10,1889,295,0,6
5.10.1-c1-s1,5.10.1,1177,203,0,5
6.1-c1-s1,6.1,761,138,36,7
6.1-c2-s1,6.1,749,127,26,2
6.1-c2-s2,6.1,1604,292,26,2
6.1-c2-s3,6.1,2004,349,26,2
6.1-c2-s4,6.1,935,170,26,2
6.1-c2-s5,6.1,604,116,26,2
6.1-c2-s6,6.1,1739,298,26,2
6.1-c2-s7,6.1,1458,254,26,2
6.1-c3-s1,6.1,315,55,0,3
6.1-c3-s2,6.1,1732,322,0,3
6.1-c4-s1,6.1,730,139,0,6
6.1-c5-s1,6.1,535,93,0,4
6.1-c6-s1,6.1,1266,227,0,5
6.1-c6-s2,6.1,2019,356,0,5
6.1-c6-s3,6.1,1989,347,0,5
6.1-c7-s1,6.1,1355,241,0,3
6.1-c8-s1,6.1,236,41,0,4
6.1-c9-s1,6.1,869,153,43,4
6.1-c10-s1,6.1,284,52,0,2
6.1.1-c1-s1,6.1.1,1193,203,57,8
6.1.1-c2-s1,6.1.1,1376,217,45,2
6.1.1-c3-s1,6.1.1,545,84,0,4
6.1.1-c4-s1,6.1.1,1086,171,0,7
6.1.1-c5-s1,6.1.1,1895,317,0,3
6.1.1-c6-s1,6.1.1,622,99,0,6
6.1.1-c7-s1,6.1.1,107,18,0,6
6.1.1-c8-s1,6.1.1,528,91,0,2
6.1.1-c9-s1,6.1.1,489,80,0,3
6.1.2-c1-s1,6.1.2,1617,286,0,8
6.2-c1-s1,6.2,390,66,0,3
6.2-c2-s1,6.2,1579,290,0,8
6.2-c3-s1,6.2,591,105,0,9
6.2-c3-s2,6.2,1761,318,0,9
6.2-c3-s3,6.2,661,123,0,9
6.2-c3-s4,6.2,30,5,0,9
6.2-c3-s5,6.2,1776,324,0,9
6.2-c3-s6,6.2,379,67,0,9
6.2-c3-s7,6.2,1274,220,0,9
6.2-c3-s8,6.2,2004,355,0,9
6.2-c3-s9,6.2,1566,265,0,9
6.2-c4-s1,6.2,46,7,0,7
6.2-c4-s2,6.2,1560,288,0,7
6.2-c4-s3,6.2,790,149,0,7
6.2-c5-s1,6.2,52,8,0,8
6.2-c5-s2,6.2,1779,298,0,8
6.2-c5-s3,6.2,1791,313,0,8
6.2-c5-s4,6.2,458,84,0,8
6.2-c5-s5,6.2,2219,389,0,8
6.2-c5-s6,6.2,1471,241,0,8
6.2-c6-s1,6.2,595,105,13,6
6.2-c7-s1,6.2,1484,270,0,7
6.2-c8-s1,6.2,404,72,0,4
6.2-c9-s1,6.2,878,146,0,2
6.2-c9-s2,6.2,1369,228,0,2
6.2-c10-s1,6.2,72,9,0,9
6.2-c10-s2,6.2,1748,304,0,9
6.2-c10-s3,6.2,339,58,0,9
6.2-c11-s1,6.2,1209,193,0,10
6.2-c11-s2,6.2,1975,330,0,10
6.2-c12-s1,6.2,2039,341,0,5
6.2-c13-s1,6.2,472,73,0,7
6.2-c14-s1,6.2,1143,197,0,6
6.2.1-c1-s1,6.2.1,770,124,0,4
6.2.1-c1-s2,6.2.1,2399,375,0,4
6.2.1-c1-s3,6.2.1,1723,293,0,4
6.2.1-c2-s1,6.2.1,403,62,0,4
6.2.1-c3-s1,6.2.1,1286,217,0,4
6.2.1-c4-s1,6.2.1,1110,172,0,2
6.2.1-c5-s1,6.2.1,507,86,0,2
6.2.1-c6-s1,6.2.1,393,64,0,3
6.2.2-c1-s1,6.2.2,1837,325,0,4
B6.2.2-c1-s1,B6.2.2,1837,325,0,4
6.3-c1-s1,6.3,797,130,15,3
6.3-c2-s1,6.3,752,128,149,2
6.3-c2-s2,6.3,1793,324,149,2
6.3-c2-s3,6.3,1704,290,149,2
6.3-c2-s4,6.3,1645,296,149,2
6.3.1-c1-s1,6.3.1,2103,348,10,4
6.3.1-c2-s1,6.3.1,951,141,0,2
6.3.1-c3-s1,6.3.1,107,18,0,6
6.3.1-c4-s1,6.3.1,434,76,0,2
6.3.2-c1-s1,6.3.2,985,162,0,4
6.4-c1-s1,6.4,551,89,122,3
6.4-c1-s2,6.4,1580,265,122,3
6.4-c1-s3,6.4,1948,338,122,3
6.4-c1-s4,6.4,1617,281,122,3
6.4-c1-s5,6.4,670,113,122,3
6.4-c2-s1,6.4,691,118,0,5
6.4.1-c1-s1,6.4.1,1873,305,0,4
6.4.2-c1-s1,6.4.2,1048,175,0,6
6.4.2-c2-s1,6.4.2,2377,379,12,3
6.4.2-c2-s2,6.4.2,1899,297,12,3
6.4.2-c3-s1,6.4.2,565,81,85,2
6.4.2-c4-s1,6.4.2,1179,201,0,2
6.4.2-c4-s2,6.4.2,2415,412,0,2
6.4.2-c4-s3,6.4.2,250,43,0,2
6.4.2-c5-s1,6.4.2,918,154,53,7
6.4.2-c6-s1,6.4.2,107,18,0,6
6.4.2-c7-s1,6.4.2,823,143,0,2
7.1.1-c1-s1,7.1.1,1170,211,0,2
7.1.1-c2-s1,7.1.1,53,10,0,8
7.1.1-c2-s2,7.1.1,1811,345,0,8
7.1.1-c2-s3,7.1.1,997,171,0,8
7.1.1-c3-s1,7.1.1,1778,298,78,5
7.1.1-c3-s2,7.1.1,891,152,78,5
7.1.1-c4-s1,7.1.1,1805,322,0,6
7.1.1-c4-s2,7.1.1,997,184,0,6
7.1.1-c4-s3,7.1.1,1553,272,0,6
7.1.1-c4-s4,7.1.1,935,170,0,6
7.1.1-c5-s1,7.1.1,949,176,26,4
7.1.1-c6-s1,7.1.1,47,6,37,6
7.1.1-c6-s2,7.1.1,1491,253,37,6
7.1.1-c6-s3,7.1.1,747,129,37,6
7.1.1-c7-s1,7.1.1,1180,219,32,9
7.1.1-c8-s1,7.1.1,1421,259,75,5
7.1.1-c8-s2,7.1.1,1580,280,75,5
7.1.1-c8-s3,7.1.1,1323,238,75,5
7.1.1-c8-s4,7.1.1,1185,227,75,5
7.1.1-c8-s5,7.1.1,821,144,75,5
7.1.1.1-c1-s1,7.1.1.1,1539,242,76,3
7.1.1.1-c1-s2,7.1.1.1,1690,268,76,3
7.1.2-c1-s1,7.1.2,940,157,0,2
7.1.2-c2-s1,7.1.2,1386,268,0,7
7.1.2-c3-s1,7.1.2,39,7,36,7
7.1.2-c3-s2,7.1.2,2249,386,36,7
7.1.2-c3-s3,7.1.2,577,106,36,7
7.1.2-c4-s1,7.1.2,1880,343,0,3
7.1.2-c4-s2,7.1.2,969,156,0,3
7.1.2-c5-s1,7.1.2,24,5,0,5
7.1.2-c5-s2,7.1.2,1786,323,0,5
7.1.2-c5-s3,7.1.2,330,58,0,5
7.1.2-c5-s4,7.1.2,271,41,0,5
7.1.2.1-c1-s1,7.1.2.1,338,52,0,3
7.1.2.1-c2-s1,7.1.2.1,1880,298,20,3
7.1.2.1-c2-s2,7.1.2.1,2270,364,20,3
7.1.2.1-c2-s3,7.1.2.1,26,5,20,3
7.1.3-c1-s1,7.1.3,20,3,0,2
7.1.3-c1-s2,7.1.3,1660,296,0,2
7.1.3-c1-s3,7.1.3,945,166,0,2
7.1.3-c1-s4,7.1.3,892,156,0,2
7.1.3.1-c1-s1,7.1.3.1,689,102,0,3
7.1.4-c1-s1,7.1.4,580,102,0,2
7.1.4-c2-s1,7.1.4,1461,261,44,4
7.1.4-c2-s2,7.1.4,1240,228,44,4
7.1.4-c3-s1,7.1.4,1687,303,0,9
7.1.4-c4-s1,7.1.4,1425,250,0,5
7.1.5-c1-s1,7.1.5,906,152,0,5
7.1.5-c2-s1,7.1.5,1471,247,0,7
7.1.5-c2-s2,7.1.5,815,138,0,7
7.1.5-c3-s1,7.1.5,1920,325,0,7
7.1.5-c3-s2,7.1.5,2426,394,0,7
7.1.5-c3-s3,7.1.5,358,60,0,7
7.1.5-c3-s4,7.1.5,2380,400,0,7
7.1.5-c3-s5,7.1.5,2090,340,0,7
7.1.5-c3-s6,7.1.5,775,124,0,7
7.1.5-c4-s1,7.1.5,32,6,0,6
7.1.5-c4-s2,7.1.5,2367,405,0,6
7.1.5-c4-s3,7.1.5,1880,323,0,6
7.1.5-c4-s4,7.1.5,1624,265,0,6
7.1.5-c4-s5,7.1.5,456,75,0,6
7.1.5-c5-s1,7.1.5,1044,181,0,6
7.1.5-c5-s2,7.1.5,1871,296,0,6
7.1.5.1-c1-s1,7.1.5.1,726,113,0,6
7.1.5.1-c1-s2,7.1.5.1,2449,414,0,6
7.1.5.1-c1-s3,7.1.5.1,2465,399,0,6
7.1.5.1-c1-s4,7.1.5.1,1572,262,0,6
7.1.5.1-c2-s1,7.1.5.1,522,88,0,2
7.2.1-c1-s1,7.2.1,542,89,12,5
7.2.1-c2-s1,7.2.1,746,121,44,4
7.2.1-c3-s1,7.2.1,1429,253,0,7
7.2.1-c3-s2,7.2.1,1769,324,0,7
7.2.1-c3-s3,7.2.1,1572,292,0,7
7.2.1-c4-s1,7.2.1,2071,356,0,3
7.2.1-c4-s2,7.2.1,151,25,0,3
7.2.1-c5-s1,7.2.1,838,140,37,6
7.2.1-c5-s2,7.2.1,1696,295,37,6
7.2.1-c5-s3,7.2.1,1912,330,37,6
7.2.1-c5-s4,7.2.1,560,95,37,6
7.2.1-c5-s5,7.2.1,1430,247,37,6
7.2.1-c6-s1,7.2.1,554,82,0,4
7.2.1-c7-s1,7.2.1,1402,220,122,5
7.2.1-c8-s1,7.2.1,220,39,0,2
7.2.1.1-c1-s1,7.2.1.1,666,113,35,4
7.2.1.1-c2-s1,7.2.1.1,2349,382,75,4
7.2.1.1-c2-s2,7.2.1.1,2260,391,75,4
7.2.1.1-c2-s3,7.2.1.1,750,121,75,4
7.2.1.1-c3-s1,7.2.1.1,2100,334,51,2
7.2.1.1-c3-s2,7.2.1.1,435,77,51,2
7.2.1.1-c4-s1,7.2.1.1,1925,318,87,7
7.2.1.1-c5-s1,7.2.1.1,1263,217,30,5
7.2.1.1-c6-s1,7.2.1.1,577,98,0,7
7.2.1.1-c7-s1,7.2.1.1,107,18,0,6
7.2.1.1-c8-s1,7.2.1.1,572,100,0,2
7.2.1.2-c1-s1,7.2.1.2,1786,310,0,6
7.2.1.3-c1-s1,7.2.1.3,867,145,35,6
7.2.1.3-c2-s1,7.2.1.3,2343,382,75,4
7.2.1.3-c2-s2,7.2.1.3,2262,391,75,4
7.2.1.3-c2-s3,7.2.1.3,717,115,75,4
7.2.1.3-c3-s1,7.2.1.3,2096,334,51,2
7.2.1.3-c3-s2,7.2.1.3,435,77,51,2
7.2.1.3-c4-s1,7.2.1.3,2262,381,179,7
7.2.1.3-c4-s2,7.2.1.3,1130,188,179,7
7.2.1.3-c4-s3,7.2.1.3,1998,341,179,7
7.2.1.3-c5-s1,7.2.1.3,686,116,0,7
7.2.1.3-c6-s1,7.2.1.3,679,119,0,2
7.2.1.4-c1-s1,7.2.1.4,445,68,0,8
7.2.1.4-c1-s2,7.2.1.4,1815,331,0,8
7.2.1A-c1-s1,7.2.1A,839,148,19,3
7.2.1A-c1-s2,7.2.1A,1895,333,19,3
7.2.1A-c1-s3,7.2.1A,633,122,19,3
7.2.1A-c2-s1,7.2.1A,1408,254,0,3
7.2.1A-c3-s1,7.2.1A,1286,236,0,12
7.2.1A-c3-s2,7.2.1A,1489,265,0,12
7.2.1A-c4-s1,7.2.1A,995,175,0,6
7.2.1A-c5-s1,7.2.1A,757,135,0,2
7.2.1A-c6-s1,7.2.1A,1390,226,0,5
7.2.1A-c6-s2,7.2.1A,1694,275,0,5
7.2.1A-c7-s1,7.2.1A,1135,211,0,5
7.2.1A-c8-s1,7.2.1A,386,69,0,5
7.2.1A-c9-s1,7.2.1A,618,106,0,6
7.2.1A.1-c1-s1,7.2.1A.1,1181,196,40,4
7.2.1A.1-c2-s1,7.2.1A.1,710,121,0,4
7.2.1A.1-c3-s1,7.2.1A.1,1470,231,24,4
7.2.1A.1-c4-s1,7.2.1A.1,925,150,0,5
7.2.1A.1-c5-s1,7.2.1A.1,2093,335,0,2
7.2.1A.1-c5-s2,7.2.1A.1,562,82,0,2
7.2.1A.1-c6-s1,7.2.1A.1,107,18,0,6
7.2.1A.1-c7-s1,7.2.1A.1,552,96,0,2
7.2.1A.1-c8-s1,7.2.1A.1,845,150,0,3
7.2.2-c1-s1,7.2.2,285,41,36,7
7.2.2-c2-s1,7.2.2,1875,326,245,3
7.2.2-c2-s2,7.2.2,1933,332,245,3
7.2.2-c2-s3,7.2.2,1505,267,245,3
7.2.2-c2-s4,7.2.2,561,101,245,3
7.2.2-c2-s5,7.2.2,1603,279,245,3
7.2.2-c2-s6,7.2.2,1774,310,245,3
7.2.2-c2-s7,7.2.2,1209,216,245,3
7.2.2-c2-s8,7.2.2,1359,233,245,3
7.2.2-c2-s9,7.2.2,1890,335,245,3
7.2.2-c2-s10,7.2.2,1118,207,245,3
7.2.2-c3-s1,7.2.2,784,136,0,8
7.2.2-c4-s1,7.2.2,1386,243,37,9
7.2.2-c5-s1,7.2.2,1773,289,99,3
7.2.2-c5-s2,7.2.2,1116,195,99,3
7.2.2-c6-s1,7.2.2,1478,250,0,3
7.2.2-c6-s2,7.2.2,2031,338,0,3
7.2.2-c7-s1,7.2.2,1011,178,0,4
7.2.2-c8-s1,7.2.2,633,105,0,5
7.2.2-c8-s2,7.2.2,1904,307,0,5
7.2.2.1-c1-s1,7.2.2.1,807,131,55,10
7.2.2.1-c2-s1,7.2.2.1,2200,354,0,4
7.2.2.1-c3-s1,7.2.2.1,2259,358,25,2
7.2.2.1-c4-s1,7.2.2.1,1254,197,69,3
7.2.2.1-c5-s1,7.2.2.1,2458,417,66,2
7.2.2.1-c5-s2,7.2.2.1,860,138,66,2
7.2.2.1-c6-s1,7.2.2.1,117,20,0,6
7.2.2.1-c7-s1,7.2.2.1,522,89,0,2
7.2.2.2-c1-s1,7.2.2.2,1217,203,55,11
7.2.2.2-c2-s1,7.2.2.2,2249,364,0,4
7.2.2.2-c3-s1,7.2.2.2,2021,310,25,2
7.2.2.2-c4-s1,7.2.2.2,1329,208,69,3
7.2.2.2-c5-s1,7.2.2.2,2280,382,87,2
7.2.2.2-c5-s2,7.2.2.2,635,94,87,2
7.2.2.2-c6-s1,7.2.2.2,117,20,0,6
7.2.2.2-c7-s1,7.2.2.2,656,114,0,2
7.2.2.3-c1-s1,7.2.2.3,1588,269,0,8
7.2.3-c1-s1,7.2.3,261,36,36,3
7.2.3-c2-s1,7.2.3,1703,296,93,3
7.2.3-c2-s2,7.2.3,774,146,93,3
7.2.3-c3-s1,7.2.3,1398,261,0,3
7.2.3-c4-s1,7.2.3,187,32,0,3
7.2.3-c5-s1,7.2.3,1061,194,0,4
7.2.3-c6-s1,7.2.3,1179,222,24,5
7.2.3-c6-s2,7.2.3,1629,283,24,5
7.2.3-c6-s3,7.2.3,1687,291,24,5
7.2.3-c6-s4,7.2.3,43,6,24,5
7.2.3-c6-s5,7.2.3,1689,309,24,5
7.2.3-c6-s6,7.2.3,333,58,24,5
7.2.3-c6-s7,7.2.3,1812,312,24,5
7.2.3-c6-s8,7.2.3,1818,310,24,5
7.2.3-c6-s9,7.2.3,883,152,24,5
7.2.3-c7-s1,7.2.3,1885,311,0,2
7.2.3-c8-s1,7.2.3,290,46,0,3
7.2.3-c9-s1,7.2.3,1901,314,0,3
7.2.3-c9-s2,7.2.3,787,135,0,3
7.2.3-c10-s1,7.2.3,1036,183,0,4
7.2.3.1-c1-s1,7.2.3.1,2189,371,80,4
7.2.3.1-c2-s1,7.2.3.1,2596,415,0,3
7.2.3.1-c3-s1,7.2.3.1,2047,326,25,2
7.2.3.1-c3-s2,7.2.3.1,612,95,25,2
7.2.3.1-c4-s1,7.2.3.1,633,106,0,4
7.2.3.1-c5-s1,7.2.3.1,595,104,0,2
7.2.3.2-c1-s1,7.2.3.2,1534,272,0,4
7.2.5-c1-s1,7.2.5,455,74,20,5
7.2.5-c2-s1,7.2.5,1900,342,0,5
7.2.5-c2-s2,7.2.5,694,130,0,5
7.2.5-c3-s1,7.2.5,1657,274,0,3
7.2.5-c3-s2,7.2.5,597,105,0,3
7.2.5-c3-s3,7.2.5,2059,349,0,3
7.2.5-c3-s4,7.2.5,1728,298,0,3
7.2.5-c3-s5,7.2.5,298,54,0,3
7.2.5-c3-s6,7.2.5,1879,320,0,3
7.2.5-c3-s7,7.2.5,627,111,0,3
7.2.5-c3-s8,7.2.5,1010,163,0,3
7.2.5-c3-s9,7.2.5,1475,262,0,3
7.2.5-c3-s10,7.2.5,1215,207,0,3
7.2.5-c4-s1,7.2.5,647,108,0,4
7.2.5-c4-s2,7.2.5,1855,324,0,4
7.2.5-c5-s1,7.2.5,402,69,0,7
7.2.5-c5-s2,7.2.5,1793,320,0,7
7.2.5-c5-s3,7.2.5,1287,237,0,7
7.2.5-c5-s4,7.2.5,1721,309,0,7
7.2.5-c6-s1,7.2.5,16,2,35,2
7.2.5-c6-s2,7.2.5,1841,332,35,2
7.2.5-c6-s3,7.2.5,451,77,35,2
7.2.5-c6-s4,7.2.5,1346,236,35,2
7.2.5-c7-s1,7.2.5,875,155,0,6
7.2.5-c8-s1,7.2.5,1047,173,0,2
7.2.5-c9-s1,7.2.5,423,67,0,7
7.2.5.1-c1-s1,7.2.5.1,609,101,0,10
7.2.5.1-c2-s1,7.2.5.1,2410,384,43,2
7.2.5.1-c3-s1,7.2.5.1,380,60,178,3
7.2.5.1-c3-s2,7.2.5.1,2492,391,178,3
7.2.5.1-c3-s3,7.2.5.1,1793,285,178,3
7.2.5.1-c3-s4,7.2.5.1,2432,402,178,3
7.2.5.1-c3-s5,7.2.5.1,230,42,178,3
7.2.5.1-c3-s6,7.2.5.1,751,131,178,3
7.2.5.1-c3-s7,7.2.5.1,2259,370,178,3
7.2.5.1-c3-s8,7.2.5.1,2136,347,178,3
7.2.5.1-c4-s1,7.2.5.1,1908,327,44,2
7.2.5.1-c4-s2,7.2.5.1,2338,410,44,2
7.2.5.1-c4-s3,7.2.5.1,257,40,44,2
7.2.5.1-c4-s4,7.2.5.1,1471,250,44,2
7.2.5.1-c5-s1,7.2.5.1,608,102,0,2
7.2.5.1-c6-s1,7.2.5.1,1669,263,113,5
7.2.5.2-c1-s1,7.2.5.2,615,100,0,10
7.2.5.2-c2-s1,7.2.5.2,2410,384,43,2
7.2.5.2-c3-s1,7.2.5.2,1427,240,266,3
7.2.5.2-c3-s2,7.2.5.2,2592,404,266,3
7.2.5.2-c3-s3,7.2.5.2,1867,296,266,3
7.2.5.2-c3-s4,7.2.5.2,2425,401,266,3
7.2.5.2-c3-s5,7.2.5.2,230,42,266,3
7.2.5.2-c3-s6,7.2.5.2,749,130,266,3
7.2.5.2-c3-s7,7.2.5.2,2391,389,266,3
7.2.5.2-c3-s8,7.2.5.2,2148,349,266,3
7.2.5.2-c4-s1,7.2.5.2,761,135,0,4
7.2.5.2-c5-s1,7.2.5.2,867,147,0,2
7.2.5.2-c6-s1,7.2.5.2,1799,309,44,2
7.2.5.2-c6-s2,7.2.5.2,2369,413,44,2
7.2.5.2-c6-s3,7.2.5.2,257,40,44,2
7.2.5.2-c6-s4,7.2.5.2,2278,379,44,2
7.2.5.2-c7-s1,7.2.5.2,608,102,0,2
7.2.5.2-c8-s1,7.2.5.2,1670,263,113,5
7.2.5.3-c1-s1,7.2.5.3,1499,268,0,6
7.2.5.4-c1-s1,7.2.5.4,1698,302,0,7
7.2.5.5-c1-s1,7.2.5.5,1235,222,0,8
7.2.5.6-c1-s1,7.2.5.6,1229,222,0,8
7.2.6-c1-s1,7.2.6,2010,311,0,8
7.2.6-c2-s1,7.2.6,1161,184,0,10
7.2.6-c3-s1,7.2.6,303,47,20,2
7.2.6-c4-s1,7.2.6,1904,342,63,5
7.2.6-c4-s2,7.2.6,696,130,63,5
7.2.6-c5-s1,7.2.6,1072,192,29,3
7.2.6-c5-s2,7.2.6,1621,296,29,3
7.2.6-c5-s3,7.2.6,240,42,29,3
7.2.6-c5-s4,7.2.6,390,62,29,3
7.2.6-c5-s5,7.2.6,2046,349,29,3
7.2.6-c5-s6,7.2.6,244,44,29,3
7.2.6-c5-s7,7.2.6,1102,197,29,3
7.2.6-c6-s1,7.2.6,1616,269,0,9
7.2.6-c7-s1,7.2.6,206,32,0,2
7.2.6-c8-s1,7.2.6,1008,167,0,2
7.2.6-c9-s1,7.2.6,1464,249,0,6
7.2.6.1-c1-s1,7.2.6.1,1060,173,0,9
7.2.6.1-c2-s1,7.2.6.1,1380,225,0,2
7.2.6.1-c3-s1,7.2.6.1,2453,403,44,3
7.2.6.1-c3-s2,7.2.6.1,1597,259,44,3
7.2.6.1-c4-s1,7.2.6.1,2234,364,24,2
7.2.6.1-c4-s2,7.2.6.1,259,40,24,2
7.2.6.1-c4-s3,7.2.6.1,107,18,24,2
7.2.6.1-c5-s1,7.2.6.1,586,98,0,2
7.2.6.1-c6-s1,7.2.6.1,1505,239,0,5
7.2.6.2-c1-s1,7.2.6.2,1015,165,0,8
7.2.6.2-c2-s1,7.2.6.2,1385,223,0,2
7.2.6.2-c3-s1,7.2.6.2,2453,403,44,3
7.2.6.2-c3-s2,7.2.6.2,1597,259,44,3
7.2.6.2-c4-s1,7.2.6.2,2305,387,0,2
7.2.6.2-c5-s1,7.2.6.2,597,103,0,2
7.2.6.3-c1-s1,7.2.6.3,1200,209,0,6
7.3.1.1-c1-s1,7.3.1.1,1265,213,0,15
7.3.1.1-c1-s2,7.3.1.1,2063,350,0,15
7.3.1.1-c1-s3,7.3.1.1,553,92,0,15
7.3.1.1-c1-s4,7.3.1.1,1835,312,0,15
7.3.1.1-c1-s5,7.3.1.1,1812,302,0,15
7.3.1.1-c1-s6,7.3.1.1,1925,319,0,15
7.3.1.1-c1-s7,7.3.1.1,1345,215,0,15
7.3.1.1.1-c1-s1,7.3.1.1.1,2458,417,85,5
7.3.1.1.1-c1-s2,7.3.1.1.1,1324,216,85,5
7.3.1.1.2-c1-s1,7.3.1.1.2,1215,207,0,7
7.3.1.2-c1-s1,7.3.1.2,363,57,0,9
7.3.1.2-c1-s2,7.3.1.2,2060,329,0,9
7.3.1.2-c2-s1,7.3.1.2,1685,289,58,4
7.3.1.2-c2-s2,7.3.1.2,529,96,58,4
7.3.1.2-c3-s1,7.3.1.2,44,7,0,7
7.3.1.2-c3-s2,7.3.1.2,1835,330,0,7
7.3.1.2-c3-s3,7.3.1.2,1256,215,0,7
7.3.1.2-c4-s1,7.3.1.2,2113,381,0,4
7.3.1.2-c4-s2,7.3.1.2,308,53,0,4
7.3.1.2-c4-s3,7.3.1.2,2368,423,0,4
7.3.1.2-c4-s4,7.3.1.2,316,56,0,4
7.3.1.2-c4-s5,7.3.1.2,1558,270,0,4
7.3.1.2-c4-s6,7.3.1.2,1983,333,0,4
7.3.1.2-c4-s7,7.3.1.2,776,133,0,4
7.3.1.2-c4-s8,7.3.1.2,285,52,0,4
7.3.1.2-c4-s9,7.3.1.2,1617,281,0,4
7.3.1.2-c4-s10,7.3.1.2,2010,344,0,4
7.3.1.2-c4-s11,7.3.1.2,957,163,0,4
7.3.1.2-c5-s1,7.3.1.2,859,136,0,5
7.3.1.2-c6-s1,7.3.1.2,901,146,0,5
7.3.1.2-c6-s2,7.3.1.2,1905,331,0,5
7.3.1.2-c6-s3,7.3.1.2,2307,390,0,5
7.3.1.2-c6-s4,7.3.1.2,493,88,0,5
7.3.1.2-c7-s1,7.3.1.2,675,105,0,10
7.3.1.2-c8-s1,7.3.1.2,1794,330,0,11
7.3.1.2-c8-s2,7.3.1.2,2255,375,0,11
7.3.1.2-c8-s3,7.3.1.2,419,65,0,11
7.3.1.2-c8-s4,7.3.1.2,2022,339,0,11
7.3.1.2-c8-s5,7.3.1.2,743,116,0,11
7.3.1.2-c8-s6,7.3.1.2,2340,365,0,11
7.3.1.2-c8-s7,7.3.1.2,915,152,0,11
7.3.1.2-c8-s8,7.3.1.2,1872,310,0,11
7.3.1.2-c8-s9,7.3.1.2,434,66,0,11
7.3.1.2-c8-s10,7.3.1.2,422,77,0,11
7.3.1.3-c1-s1,7.3.1.3,1691,286,0,7
7.3.1.3-c2-s1,7.3.1.3,1366,243,0,7
7.3.1.3-c3-s1,7.3.1.3,1593,257,0,11
7.3.1.3-c4-s1,7.3.1.3,1634,277,0,8
7.3.1.3-c5-s1,7.3.1.3,23,4,0,4
7.3.1.3-c5-s2,7.3.1.3,1727,303,0,4
7.3.1.3-c5-s3,7.3.1.3,1323,235,0,4
7.3.1.3-c5-s4,7.3.1.3,1261,227,0,4
7.3.1.3-c5-s5,7.3.1.3,1239,229,0,4
7.3.1.3-c5-s6,7.3.1.3,1940,341,0,4
7.3.1.3-c5-s7,7.3.1.3,464,78,0,4
7.3.1.3-c5-s8,7.3.1.3,1845,315,0,4
7.3.1.3-c5-s9,7.3.1.3,1518,258,0,4
7.3.1.3-c5-s10,7.3.1.3,1897,334,0,4
7.3.1.3-c5-s11,7.3.1.3,1500,283,0,4
7.3.1.3-c5-s12,7.3.1.3,1997,362,0,4
7.3.1.3-c5-s13,7.3.1.3,1044,190,0,4
7.3.1.3-c5-s14,7.3.1.3,1648,309,0,4
7.3.1.3-c5-s15,7.3.1.3,1076,183,0,4
7.3.1.3-c5-s16,7.3.1.3,706,114,0,4
7.3.1.3-c5-s17,7.3.1.3,1972,350,0,4
7.3.1.3.1-c1-s1,7.3.1.3.1,317,52,83,6
7.3.1.3.1-c1-s2,7.3.1.3.1,2274,359,83,6
7.3.1.3.1-c1-s3,7.3.1.3.1,1516,278,83,6
7.3.1.3.1-c1-s4,7.3.1.3.1,985,168,83,6
7.3.1.3.1-c1-s5,7.3.1.3.1,2179,343,83,6
7.3.1.3.1-c1-s6,7.3.1.3.1,1171,204,83,6
7.3.1.4-c1-s1,7.3.1.4,707,119,0,7
7.3.1.4-c2-s1,7.3.1.4,1361,229,0,2
7.3.1.4-c3-s1,7.3.1.4,1148,190,0,5
7.3.1.4-c4-s1,7.3.1.4,1783,316,0,6
